Year,town,flat_type,resale_price
2021-01-01,ANG MO KIO,4 ROOM,462888.0
2021-01-01,ANG MO KIO,4 ROOM,505055.0
2021-01-01,ANG MO KIO,4 ROOM,508000.0
2021-01-01,ANG MO KIO,4 ROOM,510000.0
2021-01-01,ANG MO KIO,4 ROOM,580000.0
2021-01-01,ANG MO KIO,4 ROOM,583000.0
2021-01-01,ANG MO KIO,4 ROOM,605000.0
2021-01-01,ANG MO KIO,4 ROOM,665000.0
2021-01-01,ANG MO KIO,4 ROOM,669300.0
2021-01-01,ANG MO KIO,4 ROOM,690000.0
2021-01-01,ANG MO KIO,4 ROOM,750000.0
2021-02-01,ANG MO KIO,4 ROOM,341000.0
2021-02-01,ANG MO KIO,4 ROOM,348000.0
2021-02-01,ANG MO KIO,4 ROOM,350000.0
2021-02-01,ANG MO KIO,4 ROOM,359000.0
2021-02-01,ANG MO KIO,4 ROOM,370000.0
2021-02-01,ANG MO KIO,4 ROOM,373000.0
2021-02-01,ANG MO KIO,4 ROOM,380000.0
2021-02-01,ANG MO KIO,4 ROOM,383000.0
2021-02-01,ANG MO KIO,4 ROOM,388000.0
2021-02-01,ANG MO KIO,4 ROOM,390000.0
2021-02-01,ANG MO KIO,4 ROOM,400000.0
2021-02-01,ANG MO KIO,4 ROOM,400000.0
2021-02-01,ANG MO KIO,4 ROOM,410000.0
2021-02-01,ANG MO KIO,4 ROOM,410000.0
2021-02-01,ANG MO KIO,4 ROOM,420000.0
2021-02-01,ANG MO KIO,4 ROOM,420000.0
2021-02-01,ANG MO KIO,4 ROOM,420000.0
2021-02-01,ANG MO KIO,4 ROOM,420000.0
2021-02-01,ANG MO KIO,4 ROOM,428888.0
2021-02-01,ANG MO KIO,4 ROOM,435000.0
2021-02-01,ANG MO KIO,4 ROOM,435000.0
2021-02-01,ANG MO KIO,4 ROOM,450000.0
2021-02-01,ANG MO KIO,4 ROOM,458000.0
2021-02-01,ANG MO KIO,4 ROOM,655000.0
2021-02-01,ANG MO KIO,4 ROOM,665000.0
2021-02-01,ANG MO KIO,4 ROOM,680888.0
2021-02-01,ANG MO KIO,4 ROOM,768000.0
2021-03-01,ANG MO KIO,4 ROOM,330000.0
2021-03-01,ANG MO KIO,4 ROOM,365000.0
2021-03-01,ANG MO KIO,4 ROOM,390000.0
2021-03-01,ANG MO KIO,4 ROOM,400000.0
2021-03-01,ANG MO KIO,4 ROOM,400000.0
2021-03-01,ANG MO KIO,4 ROOM,420000.0
2021-03-01,ANG MO KIO,4 ROOM,435000.0
2021-03-01,ANG MO KIO,4 ROOM,436000.0
2021-03-01,ANG MO KIO,4 ROOM,438000.0
2021-03-01,ANG MO KIO,4 ROOM,442000.0
2021-03-01,ANG MO KIO,4 ROOM,448000.0
2021-03-01,ANG MO KIO,4 ROOM,460000.0
2021-03-01,ANG MO KIO,4 ROOM,463888.0
2021-03-01,ANG MO KIO,4 ROOM,520000.0
2021-03-01,ANG MO KIO,4 ROOM,520000.0
2021-03-01,ANG MO KIO,4 ROOM,560000.0
2021-03-01,ANG MO KIO,4 ROOM,640000.0
2021-03-01,ANG MO KIO,4 ROOM,660000.0
2021-03-01,ANG MO KIO,4 ROOM,668888.0
2021-03-01,ANG MO KIO,4 ROOM,685000.0
2021-03-01,ANG MO KIO,4 ROOM,760000.0
2021-04-01,ANG MO KIO,4 ROOM,355000.0
2021-04-01,ANG MO KIO,4 ROOM,365000.0
2021-04-01,ANG MO KIO,4 ROOM,375000.0
2021-04-01,ANG MO KIO,4 ROOM,385000.0
2021-04-01,ANG MO KIO,4 ROOM,400000.0
2021-04-01,ANG MO KIO,4 ROOM,400000.0
2021-04-01,ANG MO KIO,4 ROOM,405000.0
2021-04-01,ANG MO KIO,4 ROOM,416000.0
2021-04-01,ANG MO KIO,4 ROOM,418000.0
2021-04-01,ANG MO KIO,4 ROOM,420000.0
2021-04-01,ANG MO KIO,4 ROOM,435000.0
2021-04-01,ANG MO KIO,4 ROOM,435000.0
2021-04-01,ANG MO KIO,4 ROOM,435000.0
2021-04-01,ANG MO KIO,4 ROOM,445000.0
2021-04-01,ANG MO KIO,4 ROOM,445000.0
2021-04-01,ANG MO KIO,4 ROOM,450000.0
2021-04-01,ANG MO KIO,4 ROOM,460000.0
2021-04-01,ANG MO KIO,4 ROOM,470000.0
2021-04-01,ANG MO KIO,4 ROOM,475000.0
2021-04-01,ANG MO KIO,4 ROOM,645000.0
2021-04-01,ANG MO KIO,4 ROOM,665000.0
2021-04-01,ANG MO KIO,4 ROOM,675000.0
2021-04-01,ANG MO KIO,4 ROOM,728000.0
2021-04-01,ANG MO KIO,4 ROOM,770000.0
2021-05-01,ANG MO KIO,4 ROOM,378000.0
2021-05-01,ANG MO KIO,4 ROOM,385000.0
2021-05-01,ANG MO KIO,4 ROOM,390000.0
2021-05-01,ANG MO KIO,4 ROOM,390000.0
2021-05-01,ANG MO KIO,4 ROOM,395000.0
2021-05-01,ANG MO KIO,4 ROOM,400000.0
2021-05-01,ANG MO KIO,4 ROOM,400000.0
2021-05-01,ANG MO KIO,4 ROOM,408000.0
2021-05-01,ANG MO KIO,4 ROOM,408000.0
2021-05-01,ANG MO KIO,4 ROOM,415000.0
2021-05-01,ANG MO KIO,4 ROOM,415000.0
2021-05-01,ANG MO KIO,4 ROOM,430000.0
2021-05-01,ANG MO KIO,4 ROOM,430000.0
2021-05-01,ANG MO KIO,4 ROOM,430000.0
2021-05-01,ANG MO KIO,4 ROOM,438000.0
2021-05-01,ANG MO KIO,4 ROOM,438000.0
2021-05-01,ANG MO KIO,4 ROOM,440000.0
2021-05-01,ANG MO KIO,4 ROOM,450000.0
2021-05-01,ANG MO KIO,4 ROOM,460000.0
2021-05-01,ANG MO KIO,4 ROOM,468000.0
2021-05-01,ANG MO KIO,4 ROOM,480000.0
2021-05-01,ANG MO KIO,4 ROOM,500000.0
2021-05-01,ANG MO KIO,4 ROOM,628888.0
2021-05-01,ANG MO KIO,4 ROOM,675000.0
2021-05-01,ANG MO KIO,4 ROOM,710000.0
2021-05-01,ANG MO KIO,4 ROOM,718000.0
2021-05-01,ANG MO KIO,4 ROOM,740000.0
2021-05-01,ANG MO KIO,4 ROOM,770000.0
2021-05-01,ANG MO KIO,4 ROOM,784999.0
2021-06-01,ANG MO KIO,4 ROOM,340000.0
2021-06-01,ANG MO KIO,4 ROOM,392000.0
2021-06-01,ANG MO KIO,4 ROOM,398000.0
2021-06-01,ANG MO KIO,4 ROOM,400000.0
2021-06-01,ANG MO KIO,4 ROOM,408888.0
2021-06-01,ANG MO KIO,4 ROOM,410000.0
2021-06-01,ANG MO KIO,4 ROOM,410000.0
2021-06-01,ANG MO KIO,4 ROOM,410000.0
2021-06-01,ANG MO KIO,4 ROOM,416800.0
2021-06-01,ANG MO KIO,4 ROOM,418000.0
2021-06-01,ANG MO KIO,4 ROOM,425000.0
2021-06-01,ANG MO KIO,4 ROOM,428000.0
2021-06-01,ANG MO KIO,4 ROOM,440000.0
2021-06-01,ANG MO KIO,4 ROOM,440000.0
2021-06-01,ANG MO KIO,4 ROOM,450000.0
2021-06-01,ANG MO KIO,4 ROOM,458000.0
2021-06-01,ANG MO KIO,4 ROOM,461000.0
2021-06-01,ANG MO KIO,4 ROOM,465000.0
2021-06-01,ANG MO KIO,4 ROOM,465500.0
2021-06-01,ANG MO KIO,4 ROOM,480000.0
2021-06-01,ANG MO KIO,4 ROOM,480000.0
2021-06-01,ANG MO KIO,4 ROOM,520000.0
2021-06-01,ANG MO KIO,4 ROOM,520888.0
2021-06-01,ANG MO KIO,4 ROOM,560000.0
2021-06-01,ANG MO KIO,4 ROOM,620000.0
2021-06-01,ANG MO KIO,4 ROOM,720000.0
2021-07-01,ANG MO KIO,4 ROOM,388000.0
2021-07-01,ANG MO KIO,4 ROOM,388888.0
2021-07-01,ANG MO KIO,4 ROOM,418000.0
2021-07-01,ANG MO KIO,4 ROOM,422000.0
2021-07-01,ANG MO KIO,4 ROOM,425000.0
2021-07-01,ANG MO KIO,4 ROOM,425000.0
2021-07-01,ANG MO KIO,4 ROOM,428888.0
2021-07-01,ANG MO KIO,4 ROOM,443000.0
2021-07-01,ANG MO KIO,4 ROOM,448000.0
2021-07-01,ANG MO KIO,4 ROOM,450000.0
2021-07-01,ANG MO KIO,4 ROOM,465000.0
2021-07-01,ANG MO KIO,4 ROOM,470000.0
2021-07-01,ANG MO KIO,4 ROOM,470000.0
2021-07-01,ANG MO KIO,4 ROOM,488888.0
2021-07-01,ANG MO KIO,4 ROOM,495000.0
2021-07-01,ANG MO KIO,4 ROOM,500000.0
2021-07-01,ANG MO KIO,4 ROOM,515000.0
2021-07-01,ANG MO KIO,4 ROOM,530000.0
2021-07-01,ANG MO KIO,4 ROOM,632000.0
2021-07-01,ANG MO KIO,4 ROOM,690000.0
2021-07-01,ANG MO KIO,4 ROOM,728888.0
2021-07-01,ANG MO KIO,4 ROOM,730000.0
2021-07-01,ANG MO KIO,4 ROOM,730000.0
2021-08-01,ANG MO KIO,4 ROOM,380000.0
2021-08-01,ANG MO KIO,4 ROOM,388000.0
2021-08-01,ANG MO KIO,4 ROOM,390000.0
2021-08-01,ANG MO KIO,4 ROOM,392000.0
2021-08-01,ANG MO KIO,4 ROOM,395000.0
2021-08-01,ANG MO KIO,4 ROOM,408000.0
2021-08-01,ANG MO KIO,4 ROOM,415000.0
2021-08-01,ANG MO KIO,4 ROOM,422888.0
2021-08-01,ANG MO KIO,4 ROOM,423000.0
2021-08-01,ANG MO KIO,4 ROOM,435000.0
2021-08-01,ANG MO KIO,4 ROOM,438000.0
2021-08-01,ANG MO KIO,4 ROOM,448000.0
2021-08-01,ANG MO KIO,4 ROOM,450000.0
2021-08-01,ANG MO KIO,4 ROOM,460000.0
2021-08-01,ANG MO KIO,4 ROOM,470000.0
2021-08-01,ANG MO KIO,4 ROOM,470000.0
2021-08-01,ANG MO KIO,4 ROOM,555000.0
2021-08-01,ANG MO KIO,4 ROOM,620000.0
2021-08-01,ANG MO KIO,4 ROOM,620000.0
2021-08-01,ANG MO KIO,4 ROOM,651000.0
2021-08-01,ANG MO KIO,4 ROOM,690000.0
2021-08-01,ANG MO KIO,4 ROOM,705000.0
2021-08-01,ANG MO KIO,4 ROOM,745000.0
2021-08-01,ANG MO KIO,4 ROOM,765000.0
2021-08-01,ANG MO KIO,4 ROOM,770000.0
2021-09-01,ANG MO KIO,4 ROOM,393888.0
2021-09-01,ANG MO KIO,4 ROOM,400000.0
2021-09-01,ANG MO KIO,4 ROOM,400000.0
2021-09-01,ANG MO KIO,4 ROOM,400000.0
2021-09-01,ANG MO KIO,4 ROOM,415000.0
2021-09-01,ANG MO KIO,4 ROOM,420000.0
2021-09-01,ANG MO KIO,4 ROOM,425000.0
2021-09-01,ANG MO KIO,4 ROOM,430000.0
2021-09-01,ANG MO KIO,4 ROOM,430000.0
2021-09-01,ANG MO KIO,4 ROOM,440000.0
2021-09-01,ANG MO KIO,4 ROOM,442000.0
2021-09-01,ANG MO KIO,4 ROOM,445000.0
2021-09-01,ANG MO KIO,4 ROOM,450000.0
2021-09-01,ANG MO KIO,4 ROOM,458000.0
2021-09-01,ANG MO KIO,4 ROOM,458000.0
2021-09-01,ANG MO KIO,4 ROOM,460000.0
2021-09-01,ANG MO KIO,4 ROOM,467000.0
2021-09-01,ANG MO KIO,4 ROOM,470000.0
2021-09-01,ANG MO KIO,4 ROOM,518000.0
2021-09-01,ANG MO KIO,4 ROOM,536000.0
2021-09-01,ANG MO KIO,4 ROOM,598000.0
2021-09-01,ANG MO KIO,4 ROOM,753000.0
2021-10-01,ANG MO KIO,4 ROOM,400000.0
2021-10-01,ANG MO KIO,4 ROOM,425000.0
2021-10-01,ANG MO KIO,4 ROOM,430000.0
2021-10-01,ANG MO KIO,4 ROOM,432288.0
2021-10-01,ANG MO KIO,4 ROOM,438000.0
2021-10-01,ANG MO KIO,4 ROOM,450000.0
2021-10-01,ANG MO KIO,4 ROOM,455000.0
2021-10-01,ANG MO KIO,4 ROOM,460000.0
2021-10-01,ANG MO KIO,4 ROOM,478000.0
2021-10-01,ANG MO KIO,4 ROOM,482000.0
2021-10-01,ANG MO KIO,4 ROOM,499000.0
2021-10-01,ANG MO KIO,4 ROOM,585000.0
2021-10-01,ANG MO KIO,4 ROOM,660000.0
2021-10-01,ANG MO KIO,4 ROOM,670000.0
2021-10-01,ANG MO KIO,4 ROOM,715000.0
2021-10-01,ANG MO KIO,4 ROOM,778000.0
2021-10-01,ANG MO KIO,4 ROOM,825000.0
2021-11-01,ANG MO KIO,4 ROOM,385000.0
2021-11-01,ANG MO KIO,4 ROOM,400000.0
2021-11-01,ANG MO KIO,4 ROOM,410000.0
2021-11-01,ANG MO KIO,4 ROOM,420000.0
2021-11-01,ANG MO KIO,4 ROOM,420000.0
2021-11-01,ANG MO KIO,4 ROOM,430000.0
2021-11-01,ANG MO KIO,4 ROOM,435000.0
2021-11-01,ANG MO KIO,4 ROOM,438000.0
2021-11-01,ANG MO KIO,4 ROOM,450000.0
2021-11-01,ANG MO KIO,4 ROOM,450000.0
2021-11-01,ANG MO KIO,4 ROOM,468000.0
2021-11-01,ANG MO KIO,4 ROOM,470000.0
2021-11-01,ANG MO KIO,4 ROOM,475000.0
2021-11-01,ANG MO KIO,4 ROOM,480000.0
2021-11-01,ANG MO KIO,4 ROOM,488000.0
2021-11-01,ANG MO KIO,4 ROOM,495000.0
2021-11-01,ANG MO KIO,4 ROOM,500000.0
2021-11-01,ANG MO KIO,4 ROOM,510000.0
2021-11-01,ANG MO KIO,4 ROOM,618888.0
2021-11-01,ANG MO KIO,4 ROOM,622888.0
2021-11-01,ANG MO KIO,4 ROOM,660000.0
2021-12-01,ANG MO KIO,4 ROOM,413888.0
2021-12-01,ANG MO KIO,4 ROOM,415000.0
2021-12-01,ANG MO KIO,4 ROOM,420000.0
2021-12-01,ANG MO KIO,4 ROOM,432000.0
2021-12-01,ANG MO KIO,4 ROOM,438000.0
2021-12-01,ANG MO KIO,4 ROOM,443000.0
2021-12-01,ANG MO KIO,4 ROOM,450000.0
2021-12-01,ANG MO KIO,4 ROOM,450000.0
2021-12-01,ANG MO KIO,4 ROOM,468888.0
2021-12-01,ANG MO KIO,4 ROOM,480000.0
2021-12-01,ANG MO KIO,4 ROOM,480000.0
2021-12-01,ANG MO KIO,4 ROOM,483000.0
2021-12-01,ANG MO KIO,4 ROOM,488000.0
2021-12-01,ANG MO KIO,4 ROOM,490000.0
2021-12-01,ANG MO KIO,4 ROOM,551888.0
2021-12-01,ANG MO KIO,4 ROOM,575888.0
2021-12-01,ANG MO KIO,4 ROOM,580000.0
2021-12-01,ANG MO KIO,4 ROOM,580888.0
2021-12-01,ANG MO KIO,4 ROOM,625000.0
2021-12-01,ANG MO KIO,4 ROOM,670000.0
2021-12-01,ANG MO KIO,4 ROOM,718000.0
2021-12-01,ANG MO KIO,4 ROOM,718000.0
2021-12-01,ANG MO KIO,4 ROOM,752000.0
2021-12-01,ANG MO KIO,4 ROOM,762000.0
2022-01-01,ANG MO KIO,4 ROOM,488000.0
2022-01-01,ANG MO KIO,4 ROOM,452888.0
2022-01-01,ANG MO KIO,4 ROOM,460000.0
2022-01-01,ANG MO KIO,4 ROOM,448000.0
2022-01-01,ANG MO KIO,4 ROOM,419000.0
2022-01-01,ANG MO KIO,4 ROOM,405000.0
2022-01-01,ANG MO KIO,4 ROOM,410000.0
2022-01-01,ANG MO KIO,4 ROOM,435000.0
2022-01-01,ANG MO KIO,4 ROOM,528000.0
2022-01-01,ANG MO KIO,4 ROOM,455000.0
2022-01-01,ANG MO KIO,4 ROOM,448000.0
2022-01-01,ANG MO KIO,4 ROOM,475000.0
2022-01-01,ANG MO KIO,4 ROOM,480000.0
2022-01-01,ANG MO KIO,4 ROOM,400000.0
2022-01-01,ANG MO KIO,4 ROOM,518000.0
2022-01-01,ANG MO KIO,4 ROOM,430000.0
2022-01-01,ANG MO KIO,4 ROOM,615000.0
2022-01-01,ANG MO KIO,4 ROOM,838000.0
2022-01-01,ANG MO KIO,4 ROOM,625000.0
2022-01-01,ANG MO KIO,4 ROOM,507999.0
2022-02-01,ANG MO KIO,4 ROOM,412000.0
2022-02-01,ANG MO KIO,4 ROOM,868888.0
2022-02-01,ANG MO KIO,4 ROOM,400000.0
2022-02-01,ANG MO KIO,4 ROOM,415000.0
2022-02-01,ANG MO KIO,4 ROOM,450000.0
2022-02-01,ANG MO KIO,4 ROOM,430000.0
2022-02-01,ANG MO KIO,4 ROOM,380000.0
2022-02-01,ANG MO KIO,4 ROOM,463888.0
2022-02-01,ANG MO KIO,4 ROOM,448000.0
2022-02-01,ANG MO KIO,4 ROOM,658000.0
2022-02-01,ANG MO KIO,4 ROOM,355000.0
2022-02-01,ANG MO KIO,4 ROOM,495000.0
2022-02-01,ANG MO KIO,4 ROOM,480000.0
2022-02-01,ANG MO KIO,4 ROOM,503000.0
2022-02-01,ANG MO KIO,4 ROOM,467000.0
2022-02-01,ANG MO KIO,4 ROOM,465000.0
2022-02-01,ANG MO KIO,4 ROOM,514000.0
2022-02-01,ANG MO KIO,4 ROOM,550000.0
2022-02-01,ANG MO KIO,4 ROOM,452800.0
2022-02-01,ANG MO KIO,4 ROOM,460000.0
2022-02-01,ANG MO KIO,4 ROOM,418000.0
2022-03-01,ANG MO KIO,4 ROOM,420000.0
2022-03-01,ANG MO KIO,4 ROOM,690000.0
2022-03-01,ANG MO KIO,4 ROOM,760000.0
2022-03-01,ANG MO KIO,4 ROOM,488000.0
2022-03-01,ANG MO KIO,4 ROOM,430000.0
2022-03-01,ANG MO KIO,4 ROOM,450888.0
2022-03-01,ANG MO KIO,4 ROOM,562000.0
2022-03-01,ANG MO KIO,4 ROOM,480000.0
2022-03-01,ANG MO KIO,4 ROOM,580000.0
2022-03-01,ANG MO KIO,4 ROOM,480000.0
2022-03-01,ANG MO KIO,4 ROOM,666666.0
2022-03-01,ANG MO KIO,4 ROOM,447888.0
2022-03-01,ANG MO KIO,4 ROOM,450000.0
2022-03-01,ANG MO KIO,4 ROOM,475000.0
2022-03-01,ANG MO KIO,4 ROOM,470000.0
2022-03-01,ANG MO KIO,4 ROOM,472000.0
2022-03-01,ANG MO KIO,4 ROOM,488000.0
2022-03-01,ANG MO KIO,4 ROOM,860000.0
2022-03-01,ANG MO KIO,4 ROOM,840000.0
2022-03-01,ANG MO KIO,4 ROOM,856000.0
2022-03-01,ANG MO KIO,4 ROOM,672000.0
2022-03-01,ANG MO KIO,4 ROOM,620000.0
2022-03-01,ANG MO KIO,4 ROOM,855000.0
2022-03-01,ANG MO KIO,4 ROOM,703000.0
2022-03-01,ANG MO KIO,4 ROOM,652000.0
2022-04-01,ANG MO KIO,4 ROOM,410000.0
2022-04-01,ANG MO KIO,4 ROOM,450000.0
2022-04-01,ANG MO KIO,4 ROOM,452000.0
2022-04-01,ANG MO KIO,4 ROOM,445000.0
2022-04-01,ANG MO KIO,4 ROOM,450000.0
2022-04-01,ANG MO KIO,4 ROOM,420000.0
2022-04-01,ANG MO KIO,4 ROOM,578000.0
2022-04-01,ANG MO KIO,4 ROOM,440000.0
2022-04-01,ANG MO KIO,4 ROOM,425000.0
2022-04-01,ANG MO KIO,4 ROOM,538000.0
2022-04-01,ANG MO KIO,4 ROOM,495000.0
2022-04-01,ANG MO KIO,4 ROOM,453888.0
2022-04-01,ANG MO KIO,4 ROOM,445000.0
2022-04-01,ANG MO KIO,4 ROOM,515000.0
2022-04-01,ANG MO KIO,4 ROOM,445000.0
2022-04-01,ANG MO KIO,4 ROOM,665000.0
2022-04-01,ANG MO KIO,4 ROOM,870000.0
2022-04-01,ANG MO KIO,4 ROOM,840000.0
2022-04-01,ANG MO KIO,4 ROOM,738000.0
2022-04-01,ANG MO KIO,4 ROOM,600000.0
2022-04-01,ANG MO KIO,4 ROOM,800000.0
2022-04-01,ANG MO KIO,4 ROOM,868000.0
2022-04-01,ANG MO KIO,4 ROOM,865000.0
2022-04-01,ANG MO KIO,4 ROOM,830000.0
2022-04-01,ANG MO KIO,4 ROOM,870000.0
2022-04-01,ANG MO KIO,4 ROOM,800800.0
2022-04-01,ANG MO KIO,4 ROOM,860000.0
2022-04-01,ANG MO KIO,4 ROOM,892000.0
2022-04-01,ANG MO KIO,4 ROOM,800888.0
2022-04-01,ANG MO KIO,4 ROOM,870000.0
2022-05-01,ANG MO KIO,4 ROOM,430000.0
2022-05-01,ANG MO KIO,4 ROOM,722000.0
2022-05-01,ANG MO KIO,4 ROOM,440000.0
2022-05-01,ANG MO KIO,4 ROOM,400000.0
2022-05-01,ANG MO KIO,4 ROOM,460000.0
2022-05-01,ANG MO KIO,4 ROOM,438000.0
2022-05-01,ANG MO KIO,4 ROOM,438888.0
2022-05-01,ANG MO KIO,4 ROOM,458888.0
2022-05-01,ANG MO KIO,4 ROOM,425000.0
2022-05-01,ANG MO KIO,4 ROOM,520000.0
2022-05-01,ANG MO KIO,4 ROOM,425000.0
2022-05-01,ANG MO KIO,4 ROOM,430000.0
2022-05-01,ANG MO KIO,4 ROOM,510000.0
2022-05-01,ANG MO KIO,4 ROOM,498000.0
2022-05-01,ANG MO KIO,4 ROOM,460000.0
2022-05-01,ANG MO KIO,4 ROOM,485000.0
2022-05-01,ANG MO KIO,4 ROOM,445000.0
2022-05-01,ANG MO KIO,4 ROOM,470000.0
2022-05-01,ANG MO KIO,4 ROOM,435000.0
2022-05-01,ANG MO KIO,4 ROOM,615000.0
2022-05-01,ANG MO KIO,4 ROOM,510000.0
2022-05-01,ANG MO KIO,4 ROOM,745000.0
2022-05-01,ANG MO KIO,4 ROOM,855000.0
2022-05-01,ANG MO KIO,4 ROOM,740000.0
2022-05-01,ANG MO KIO,4 ROOM,855000.0
2022-05-01,ANG MO KIO,4 ROOM,918000.0
2022-05-01,ANG MO KIO,4 ROOM,825000.0
2022-05-01,ANG MO KIO,4 ROOM,840000.0
2022-05-01,ANG MO KIO,4 ROOM,603800.0
2022-05-01,ANG MO KIO,4 ROOM,878000.0
2022-05-01,ANG MO KIO,4 ROOM,825000.0
2022-05-01,ANG MO KIO,4 ROOM,815000.0
2022-06-01,ANG MO KIO,4 ROOM,450000.0
2022-06-01,ANG MO KIO,4 ROOM,468000.0
2022-06-01,ANG MO KIO,4 ROOM,665000.0
2022-06-01,ANG MO KIO,4 ROOM,488000.0
2022-06-01,ANG MO KIO,4 ROOM,436000.0
2022-06-01,ANG MO KIO,4 ROOM,485000.0
2022-06-01,ANG MO KIO,4 ROOM,810000.0
2022-06-01,ANG MO KIO,4 ROOM,450000.0
2022-06-01,ANG MO KIO,4 ROOM,405000.0
2022-06-01,ANG MO KIO,4 ROOM,453000.0
2022-06-01,ANG MO KIO,4 ROOM,450000.0
2022-06-01,ANG MO KIO,4 ROOM,480000.0
2022-06-01,ANG MO KIO,4 ROOM,440000.0
2022-06-01,ANG MO KIO,4 ROOM,478000.0
2022-06-01,ANG MO KIO,4 ROOM,450000.0
2022-06-01,ANG MO KIO,4 ROOM,436888.0
2022-06-01,ANG MO KIO,4 ROOM,450888.0
2022-06-01,ANG MO KIO,4 ROOM,470000.0
2022-06-01,ANG MO KIO,4 ROOM,462000.0
2022-06-01,ANG MO KIO,4 ROOM,490000.0
2022-06-01,ANG MO KIO,4 ROOM,455000.0
2022-06-01,ANG MO KIO,4 ROOM,538000.0
2022-06-01,ANG MO KIO,4 ROOM,505000.0
2022-06-01,ANG MO KIO,4 ROOM,472000.0
2022-06-01,ANG MO KIO,4 ROOM,835000.0
2022-06-01,ANG MO KIO,4 ROOM,825050.0
2022-06-01,ANG MO KIO,4 ROOM,873800.0
2022-06-01,ANG MO KIO,4 ROOM,650000.0
2022-06-01,ANG MO KIO,4 ROOM,715000.0
2022-06-01,ANG MO KIO,4 ROOM,600000.0
2022-06-01,ANG MO KIO,4 ROOM,878000.0
2022-06-01,ANG MO KIO,4 ROOM,900000.0
2022-06-01,ANG MO KIO,4 ROOM,888000.0
2022-06-01,ANG MO KIO,4 ROOM,875000.0
2022-06-01,ANG MO KIO,4 ROOM,841080.0
2022-06-01,ANG MO KIO,4 ROOM,896888.0
2022-06-01,ANG MO KIO,4 ROOM,800000.0
2022-06-01,ANG MO KIO,4 ROOM,915000.0
2022-06-01,ANG MO KIO,4 ROOM,702000.0
2022-06-01,ANG MO KIO,4 ROOM,838000.0
2022-06-01,ANG MO KIO,4 ROOM,668000.0
2022-07-01,ANG MO KIO,4 ROOM,475888.0
2022-07-01,ANG MO KIO,4 ROOM,500000.0
2022-07-01,ANG MO KIO,4 ROOM,720888.0
2022-07-01,ANG MO KIO,4 ROOM,735000.0
2022-07-01,ANG MO KIO,4 ROOM,448000.0
2022-07-01,ANG MO KIO,4 ROOM,480000.0
2022-07-01,ANG MO KIO,4 ROOM,520000.0
2022-07-01,ANG MO KIO,4 ROOM,490000.0
2022-07-01,ANG MO KIO,4 ROOM,420000.0
2022-07-01,ANG MO KIO,4 ROOM,535000.0
2022-07-01,ANG MO KIO,4 ROOM,530000.0
2022-07-01,ANG MO KIO,4 ROOM,480000.0
2022-07-01,ANG MO KIO,4 ROOM,448888.0
2022-07-01,ANG MO KIO,4 ROOM,458000.0
2022-07-01,ANG MO KIO,4 ROOM,495000.0
2022-07-01,ANG MO KIO,4 ROOM,443000.0
2022-07-01,ANG MO KIO,4 ROOM,505000.0
2022-07-01,ANG MO KIO,4 ROOM,880000.0
2022-07-01,ANG MO KIO,4 ROOM,850000.0
2022-07-01,ANG MO KIO,4 ROOM,848000.0
2022-07-01,ANG MO KIO,4 ROOM,670000.0
2022-07-01,ANG MO KIO,4 ROOM,670000.0
2022-07-01,ANG MO KIO,4 ROOM,938000.0
2022-07-01,ANG MO KIO,4 ROOM,890000.0
2022-07-01,ANG MO KIO,4 ROOM,830000.0
2022-07-01,ANG MO KIO,4 ROOM,788000.0
2022-08-01,ANG MO KIO,4 ROOM,528000.0
2022-08-01,ANG MO KIO,4 ROOM,465000.0
2022-08-01,ANG MO KIO,4 ROOM,430000.0
2022-08-01,ANG MO KIO,4 ROOM,443000.0
2022-08-01,ANG MO KIO,4 ROOM,435000.0
2022-08-01,ANG MO KIO,4 ROOM,449888.0
2022-08-01,ANG MO KIO,4 ROOM,518000.0
2022-08-01,ANG MO KIO,4 ROOM,473128.0
2022-08-01,ANG MO KIO,4 ROOM,435000.0
2022-08-01,ANG MO KIO,4 ROOM,440000.0
2022-08-01,ANG MO KIO,4 ROOM,450000.0
2022-08-01,ANG MO KIO,4 ROOM,475000.0
2022-08-01,ANG MO KIO,4 ROOM,481888.0
2022-08-01,ANG MO KIO,4 ROOM,830000.0
2022-08-01,ANG MO KIO,4 ROOM,850000.0
2022-08-01,ANG MO KIO,4 ROOM,855000.0
2022-08-01,ANG MO KIO,4 ROOM,848000.0
2022-08-01,ANG MO KIO,4 ROOM,880000.0
2022-08-01,ANG MO KIO,4 ROOM,842000.0
2022-09-01,ANG MO KIO,4 ROOM,477000.0
2022-09-01,ANG MO KIO,4 ROOM,495888.0
2022-09-01,ANG MO KIO,4 ROOM,515000.0
2022-09-01,ANG MO KIO,4 ROOM,455000.0
2022-09-01,ANG MO KIO,4 ROOM,448000.0
2022-09-01,ANG MO KIO,4 ROOM,510000.0
2022-09-01,ANG MO KIO,4 ROOM,430000.0
2022-09-01,ANG MO KIO,4 ROOM,530000.0
2022-09-01,ANG MO KIO,4 ROOM,480000.0
2022-09-01,ANG MO KIO,4 ROOM,450000.0
2022-09-01,ANG MO KIO,4 ROOM,688000.0
2022-09-01,ANG MO KIO,4 ROOM,625888.0
2022-09-01,ANG MO KIO,4 ROOM,772500.0
2022-09-01,ANG MO KIO,4 ROOM,828000.0
2022-09-01,ANG MO KIO,4 ROOM,868000.0
