Year,town,flat_type,resale_price
2019-05-01,ANG MO KIO,4 ROOM,380000.0
2019-05-01,ANG MO KIO,4 ROOM,382000.0
2019-05-01,ANG MO KIO,4 ROOM,385000.0
2019-05-01,ANG MO KIO,4 ROOM,395000.0
2019-05-01,ANG MO KIO,4 ROOM,430000.0
2019-05-01,ANG MO KIO,4 ROOM,430000.0
2019-05-01,ANG MO KIO,4 ROOM,430000.0
2019-05-01,ANG MO KIO,4 ROOM,470000.0
2019-05-01,ANG MO KIO,4 ROOM,480000.0
2019-05-01,ANG MO KIO,4 ROOM,480000.0
2019-05-01,ANG MO KIO,4 ROOM,480000.0
2019-05-01,ANG MO KIO,4 ROOM,490000.0
2019-05-01,ANG MO KIO,4 ROOM,635000.0
2019-05-01,ANG MO KIO,4 ROOM,640000.0
2019-05-01,ANG MO KIO,4 ROOM,640000.0
2019-05-01,ANG MO KIO,4 ROOM,660000.0
2019-05-01,ANG MO KIO,4 ROOM,668888.0
2019-05-01,ANG MO KIO,4 ROOM,673000.0
2019-05-01,ANG MO KIO,4 ROOM,738000.0
2019-06-01,ANG MO KIO,4 ROOM,305000.0
2019-06-01,ANG MO KIO,4 ROOM,350000.0
2019-06-01,ANG MO KIO,4 ROOM,375000.0
2019-06-01,ANG MO KIO,4 ROOM,378000.0
2019-06-01,ANG MO KIO,4 ROOM,380000.0
2019-06-01,ANG MO KIO,4 ROOM,385000.0
2019-06-01,ANG MO KIO,4 ROOM,410000.0
2019-06-01,ANG MO KIO,4 ROOM,410000.0
2019-06-01,ANG MO KIO,4 ROOM,415000.0
2019-06-01,ANG MO KIO,4 ROOM,415000.0
2019-06-01,ANG MO KIO,4 ROOM,418000.0
2019-06-01,ANG MO KIO,4 ROOM,420000.0
2019-06-01,ANG MO KIO,4 ROOM,425000.0
2019-06-01,ANG MO KIO,4 ROOM,430000.0
2019-06-01,ANG MO KIO,4 ROOM,535000.0
2019-06-01,ANG MO KIO,4 ROOM,580000.0
2019-06-01,ANG MO KIO,4 ROOM,583000.0
2019-06-01,ANG MO KIO,4 ROOM,640000.0
2019-07-01,ANG MO KIO,4 ROOM,305000.0
2019-07-01,ANG MO KIO,4 ROOM,315000.0
2019-07-01,ANG MO KIO,4 ROOM,330000.0
2019-07-01,ANG MO KIO,4 ROOM,330000.0
2019-07-01,ANG MO KIO,4 ROOM,342000.0
2019-07-01,ANG MO KIO,4 ROOM,360000.0
2019-07-01,ANG MO KIO,4 ROOM,360000.0
2019-07-01,ANG MO KIO,4 ROOM,368000.0
2019-07-01,ANG MO KIO,4 ROOM,370000.0
2019-07-01,ANG MO KIO,4 ROOM,380000.0
2019-07-01,ANG MO KIO,4 ROOM,382000.0
2019-07-01,ANG MO KIO,4 ROOM,385888.0
2019-07-01,ANG MO KIO,4 ROOM,388000.0
2019-07-01,ANG MO KIO,4 ROOM,405000.0
2019-07-01,ANG MO KIO,4 ROOM,418000.0
2019-07-01,ANG MO KIO,4 ROOM,425000.0
2019-07-01,ANG MO KIO,4 ROOM,428000.0
2019-07-01,ANG MO KIO,4 ROOM,438888.0
2019-07-01,ANG MO KIO,4 ROOM,445000.0
2019-07-01,ANG MO KIO,4 ROOM,450800.0
2019-07-01,ANG MO KIO,4 ROOM,516000.0
2019-07-01,ANG MO KIO,4 ROOM,560000.0
2019-07-01,ANG MO KIO,4 ROOM,590000.0
2019-08-01,ANG MO KIO,4 ROOM,345000.0
2019-08-01,ANG MO KIO,4 ROOM,350000.0
2019-08-01,ANG MO KIO,4 ROOM,350000.0
2019-08-01,ANG MO KIO,4 ROOM,350188.0
2019-08-01,ANG MO KIO,4 ROOM,360000.0
2019-08-01,ANG MO KIO,4 ROOM,372000.0
2019-08-01,ANG MO KIO,4 ROOM,385000.0
2019-08-01,ANG MO KIO,4 ROOM,385000.0
2019-08-01,ANG MO KIO,4 ROOM,398000.0
2019-08-01,ANG MO KIO,4 ROOM,398500.0
2019-08-01,ANG MO KIO,4 ROOM,400000.0
2019-08-01,ANG MO KIO,4 ROOM,400000.0
2019-08-01,ANG MO KIO,4 ROOM,408000.0
2019-08-01,ANG MO KIO,4 ROOM,410000.0
2019-08-01,ANG MO KIO,4 ROOM,410000.0
2019-08-01,ANG MO KIO,4 ROOM,418000.0
2019-08-01,ANG MO KIO,4 ROOM,421000.0
2019-08-01,ANG MO KIO,4 ROOM,423000.0
2019-08-01,ANG MO KIO,4 ROOM,475000.0
2019-08-01,ANG MO KIO,4 ROOM,494000.0
2019-08-01,ANG MO KIO,4 ROOM,515000.0
2019-08-01,ANG MO KIO,4 ROOM,590000.0
2019-08-01,ANG MO KIO,4 ROOM,618888.0
2019-08-01,ANG MO KIO,4 ROOM,635000.0
2019-08-01,ANG MO KIO,4 ROOM,645000.0
2019-08-01,ANG MO KIO,4 ROOM,655000.0
2019-08-01,ANG MO KIO,4 ROOM,660000.0
2019-08-01,ANG MO KIO,4 ROOM,738000.0
2019-09-01,ANG MO KIO,4 ROOM,330000.0
2019-09-01,ANG MO KIO,4 ROOM,330000.0
2019-09-01,ANG MO KIO,4 ROOM,335000.0
2019-09-01,ANG MO KIO,4 ROOM,348000.0
2019-09-01,ANG MO KIO,4 ROOM,355000.0
2019-09-01,ANG MO KIO,4 ROOM,360000.0
2019-09-01,ANG MO KIO,4 ROOM,370000.0
2019-09-01,ANG MO KIO,4 ROOM,370000.0
2019-09-01,ANG MO KIO,4 ROOM,382000.0
2019-09-01,ANG MO KIO,4 ROOM,385000.0
2019-09-01,ANG MO KIO,4 ROOM,388000.0
2019-09-01,ANG MO KIO,4 ROOM,390000.0
2019-09-01,ANG MO KIO,4 ROOM,393000.0
2019-09-01,ANG MO KIO,4 ROOM,413000.0
2019-09-01,ANG MO KIO,4 ROOM,425000.0
2019-09-01,ANG MO KIO,4 ROOM,436000.0
2019-09-01,ANG MO KIO,4 ROOM,445000.0
2019-09-01,ANG MO KIO,4 ROOM,445000.0
2019-09-01,ANG MO KIO,4 ROOM,452000.0
2019-09-01,ANG MO KIO,4 ROOM,458000.0
2019-09-01,ANG MO KIO,4 ROOM,485000.0
2019-09-01,ANG MO KIO,4 ROOM,499000.0
2019-09-01,ANG MO KIO,4 ROOM,595000.0
2019-09-01,ANG MO KIO,4 ROOM,635000.0
2019-09-01,ANG MO KIO,4 ROOM,638000.0
2019-09-01,ANG MO KIO,4 ROOM,654000.0
2019-09-01,ANG MO KIO,4 ROOM,716000.0
2019-09-01,ANG MO KIO,4 ROOM,748000.0
2019-10-01,ANG MO KIO,4 ROOM,275000.0
2019-10-01,ANG MO KIO,4 ROOM,320000.0
2019-10-01,ANG MO KIO,4 ROOM,333800.0
2019-10-01,ANG MO KIO,4 ROOM,340000.0
2019-10-01,ANG MO KIO,4 ROOM,345000.0
2019-10-01,ANG MO KIO,4 ROOM,360000.0
2019-10-01,ANG MO KIO,4 ROOM,360000.0
2019-10-01,ANG MO KIO,4 ROOM,370000.0
2019-10-01,ANG MO KIO,4 ROOM,378000.0
2019-10-01,ANG MO KIO,4 ROOM,383000.0
2019-10-01,ANG MO KIO,4 ROOM,385000.0
2019-10-01,ANG MO KIO,4 ROOM,388000.0
2019-10-01,ANG MO KIO,4 ROOM,395000.0
2019-10-01,ANG MO KIO,4 ROOM,592000.0
2019-10-01,ANG MO KIO,4 ROOM,593000.0
2019-10-01,ANG MO KIO,4 ROOM,615000.0
2019-10-01,ANG MO KIO,4 ROOM,670000.0
2019-10-01,ANG MO KIO,4 ROOM,695000.0
2019-10-01,ANG MO KIO,4 ROOM,738888.0
2019-10-01,ANG MO KIO,4 ROOM,750000.0
2019-11-01,ANG MO KIO,4 ROOM,328888.0
2019-11-01,ANG MO KIO,4 ROOM,350000.0
2019-11-01,ANG MO KIO,4 ROOM,350000.0
2019-11-01,ANG MO KIO,4 ROOM,355000.0
2019-11-01,ANG MO KIO,4 ROOM,370000.0
2019-11-01,ANG MO KIO,4 ROOM,380000.0
2019-11-01,ANG MO KIO,4 ROOM,385000.0
2019-11-01,ANG MO KIO,4 ROOM,395000.0
2019-11-01,ANG MO KIO,4 ROOM,400000.0
2019-11-01,ANG MO KIO,4 ROOM,400000.0
2019-11-01,ANG MO KIO,4 ROOM,405000.0
2019-11-01,ANG MO KIO,4 ROOM,411000.0
2019-11-01,ANG MO KIO,4 ROOM,425000.0
2019-11-01,ANG MO KIO,4 ROOM,430000.0
2019-11-01,ANG MO KIO,4 ROOM,450000.0
2019-11-01,ANG MO KIO,4 ROOM,467000.0
2019-11-01,ANG MO KIO,4 ROOM,588000.0
2019-11-01,ANG MO KIO,4 ROOM,590000.0
2019-11-01,ANG MO KIO,4 ROOM,590000.0
2019-11-01,ANG MO KIO,4 ROOM,625000.0
2019-11-01,ANG MO KIO,4 ROOM,758888.0
2019-12-01,ANG MO KIO,4 ROOM,390000.0
2019-12-01,ANG MO KIO,4 ROOM,371800.0
2019-12-01,ANG MO KIO,4 ROOM,400000.0
2019-12-01,ANG MO KIO,4 ROOM,365000.0
2019-12-01,ANG MO KIO,4 ROOM,390000.0
2019-12-01,ANG MO KIO,4 ROOM,350000.0
2019-12-01,ANG MO KIO,4 ROOM,372000.0
2019-12-01,ANG MO KIO,4 ROOM,408000.0
2019-12-01,ANG MO KIO,4 ROOM,400000.0
2019-12-01,ANG MO KIO,4 ROOM,400000.0
2019-12-01,ANG MO KIO,4 ROOM,400000.0
2019-12-01,ANG MO KIO,4 ROOM,440000.0
2019-12-01,ANG MO KIO,4 ROOM,420000.0
2019-12-01,ANG MO KIO,4 ROOM,375000.0
2019-12-01,ANG MO KIO,4 ROOM,455000.0
2019-12-01,ANG MO KIO,4 ROOM,385000.0
2019-12-01,ANG MO KIO,4 ROOM,280000.0
2019-12-01,ANG MO KIO,4 ROOM,299000.0
2019-12-01,ANG MO KIO,4 ROOM,338000.0
2019-12-01,ANG MO KIO,4 ROOM,345000.0
2019-12-01,ANG MO KIO,4 ROOM,335000.0
2019-12-01,ANG MO KIO,4 ROOM,431000.0
2019-12-01,ANG MO KIO,4 ROOM,655000.0
2019-12-01,ANG MO KIO,4 ROOM,412000.0
2019-12-01,ANG MO KIO,4 ROOM,460000.0
2019-12-01,ANG MO KIO,4 ROOM,653000.0
2019-12-01,ANG MO KIO,4 ROOM,670000.0
2020-01-01,ANG MO KIO,4 ROOM,370000.0
2020-01-01,ANG MO KIO,4 ROOM,715000.0
2020-01-01,ANG MO KIO,4 ROOM,660000.0
2020-01-01,ANG MO KIO,4 ROOM,360000.0
2020-01-01,ANG MO KIO,4 ROOM,383000.0
2020-01-01,ANG MO KIO,4 ROOM,383000.0
2020-01-01,ANG MO KIO,4 ROOM,345000.0
2020-01-01,ANG MO KIO,4 ROOM,328000.0
2020-01-01,ANG MO KIO,4 ROOM,360000.0
2020-01-01,ANG MO KIO,4 ROOM,360000.0
2020-01-01,ANG MO KIO,4 ROOM,345000.0
2020-01-01,ANG MO KIO,4 ROOM,370000.0
2020-01-01,ANG MO KIO,4 ROOM,452000.0
2020-01-01,ANG MO KIO,4 ROOM,500000.0
2020-01-01,ANG MO KIO,4 ROOM,435000.0
2020-01-01,ANG MO KIO,4 ROOM,338000.0
2020-01-01,ANG MO KIO,4 ROOM,390000.0
2020-01-01,ANG MO KIO,4 ROOM,383000.0
2020-01-01,ANG MO KIO,4 ROOM,385000.0
2020-01-01,ANG MO KIO,4 ROOM,348000.0
2020-01-01,ANG MO KIO,4 ROOM,350000.0
2020-01-01,ANG MO KIO,4 ROOM,590800.0
2020-01-01,ANG MO KIO,4 ROOM,378000.0
2020-01-01,ANG MO KIO,4 ROOM,425000.0
2020-01-01,ANG MO KIO,4 ROOM,396000.0
2020-01-01,ANG MO KIO,4 ROOM,510000.0
2020-01-01,ANG MO KIO,4 ROOM,582000.0
2020-01-01,ANG MO KIO,4 ROOM,639000.0
2020-01-01,ANG MO KIO,4 ROOM,723888.0
2020-02-01,ANG MO KIO,4 ROOM,410000.0
2020-02-01,ANG MO KIO,4 ROOM,578000.0
2020-02-01,ANG MO KIO,4 ROOM,415000.0
2020-02-01,ANG MO KIO,4 ROOM,420000.0
2020-02-01,ANG MO KIO,4 ROOM,418000.0
2020-02-01,ANG MO KIO,4 ROOM,368000.0
2020-02-01,ANG MO KIO,4 ROOM,325000.0
2020-02-01,ANG MO KIO,4 ROOM,368800.0
2020-02-01,ANG MO KIO,4 ROOM,399000.0
2020-02-01,ANG MO KIO,4 ROOM,408000.0
2020-02-01,ANG MO KIO,4 ROOM,350000.0
2020-02-01,ANG MO KIO,4 ROOM,408000.0
2020-02-01,ANG MO KIO,4 ROOM,470000.0
2020-02-01,ANG MO KIO,4 ROOM,478000.0
2020-02-01,ANG MO KIO,4 ROOM,372000.0
2020-02-01,ANG MO KIO,4 ROOM,380000.0
2020-02-01,ANG MO KIO,4 ROOM,352000.0
2020-02-01,ANG MO KIO,4 ROOM,388000.0
2020-02-01,ANG MO KIO,4 ROOM,325000.0
2020-02-01,ANG MO KIO,4 ROOM,300000.0
2020-02-01,ANG MO KIO,4 ROOM,400000.0
2020-02-01,ANG MO KIO,4 ROOM,419000.0
2020-02-01,ANG MO KIO,4 ROOM,340888.0
2020-02-01,ANG MO KIO,4 ROOM,708000.0
2020-02-01,ANG MO KIO,4 ROOM,730000.0
2020-02-01,ANG MO KIO,4 ROOM,718000.0
2020-02-01,ANG MO KIO,4 ROOM,738000.0
2020-03-01,ANG MO KIO,4 ROOM,370000.0
2020-03-01,ANG MO KIO,4 ROOM,638888.0
2020-03-01,ANG MO KIO,4 ROOM,721000.0
2020-03-01,ANG MO KIO,4 ROOM,295000.0
2020-03-01,ANG MO KIO,4 ROOM,367000.0
2020-03-01,ANG MO KIO,4 ROOM,350000.0
2020-03-01,ANG MO KIO,4 ROOM,430000.0
2020-03-01,ANG MO KIO,4 ROOM,448000.0
2020-03-01,ANG MO KIO,4 ROOM,400000.0
2020-03-01,ANG MO KIO,4 ROOM,368888.0
2020-03-01,ANG MO KIO,4 ROOM,390000.0
2020-03-01,ANG MO KIO,4 ROOM,395000.0
2020-03-01,ANG MO KIO,4 ROOM,353000.0
2020-03-01,ANG MO KIO,4 ROOM,340000.0
2020-03-01,ANG MO KIO,4 ROOM,420000.0
2020-03-01,ANG MO KIO,4 ROOM,420000.0
2020-03-01,ANG MO KIO,4 ROOM,520000.0
2020-03-01,ANG MO KIO,4 ROOM,638000.0
2020-03-01,ANG MO KIO,4 ROOM,570000.0
2020-03-01,ANG MO KIO,4 ROOM,623000.0
2020-04-01,ANG MO KIO,4 ROOM,370000.0
2020-04-01,ANG MO KIO,4 ROOM,668000.0
2020-04-01,ANG MO KIO,4 ROOM,572000.0
2020-05-01,ANG MO KIO,4 ROOM,380000.0
2020-05-01,ANG MO KIO,4 ROOM,406000.0
2020-05-01,ANG MO KIO,4 ROOM,540000.0
2020-05-01,ANG MO KIO,4 ROOM,370000.0
2020-05-01,ANG MO KIO,4 ROOM,375000.0
2020-06-01,ANG MO KIO,4 ROOM,380000.0
2020-06-01,ANG MO KIO,4 ROOM,488000.0
2020-06-01,ANG MO KIO,4 ROOM,400000.0
2020-06-01,ANG MO KIO,4 ROOM,638000.0
2020-06-01,ANG MO KIO,4 ROOM,530000.0
2020-06-01,ANG MO KIO,4 ROOM,675000.0
2020-06-01,ANG MO KIO,4 ROOM,700000.0
2020-06-01,ANG MO KIO,4 ROOM,340000.0
2020-06-01,ANG MO KIO,4 ROOM,385000.0
2020-06-01,ANG MO KIO,4 ROOM,350000.0
2020-06-01,ANG MO KIO,4 ROOM,362000.0
2020-06-01,ANG MO KIO,4 ROOM,390000.0
2020-06-01,ANG MO KIO,4 ROOM,404000.0
2020-06-01,ANG MO KIO,4 ROOM,374000.0
2020-06-01,ANG MO KIO,4 ROOM,350000.0
2020-06-01,ANG MO KIO,4 ROOM,428000.0
2020-06-01,ANG MO KIO,4 ROOM,400000.0
2020-06-01,ANG MO KIO,4 ROOM,353000.0
2020-06-01,ANG MO KIO,4 ROOM,400000.0
2020-06-01,ANG MO KIO,4 ROOM,430000.0
2020-06-01,ANG MO KIO,4 ROOM,410000.0
2020-06-01,ANG MO KIO,4 ROOM,373000.0
2020-06-01,ANG MO KIO,4 ROOM,330000.0
2020-06-01,ANG MO KIO,4 ROOM,450000.0
2020-06-01,ANG MO KIO,4 ROOM,450800.0
2020-06-01,ANG MO KIO,4 ROOM,640000.0
2020-06-01,ANG MO KIO,4 ROOM,580000.0
2020-06-01,ANG MO KIO,4 ROOM,578000.0
2020-06-01,ANG MO KIO,4 ROOM,658000.0
2020-06-01,ANG MO KIO,4 ROOM,740000.0
2020-07-01,ANG MO KIO,4 ROOM,439000.0
2020-07-01,ANG MO KIO,4 ROOM,682888.0
2020-07-01,ANG MO KIO,4 ROOM,507000.0
2020-07-01,ANG MO KIO,4 ROOM,330000.0
2020-07-01,ANG MO KIO,4 ROOM,368000.0
2020-07-01,ANG MO KIO,4 ROOM,345000.0
2020-07-01,ANG MO KIO,4 ROOM,370000.0
2020-07-01,ANG MO KIO,4 ROOM,410000.0
2020-07-01,ANG MO KIO,4 ROOM,350000.0
2020-07-01,ANG MO KIO,4 ROOM,450000.0
2020-07-01,ANG MO KIO,4 ROOM,340000.0
2020-07-01,ANG MO KIO,4 ROOM,580000.0
2020-07-01,ANG MO KIO,4 ROOM,398000.0
2020-07-01,ANG MO KIO,4 ROOM,450000.0
2020-07-01,ANG MO KIO,4 ROOM,408000.0
2020-07-01,ANG MO KIO,4 ROOM,395000.0
2020-07-01,ANG MO KIO,4 ROOM,640000.0
2020-07-01,ANG MO KIO,4 ROOM,400000.0
2020-07-01,ANG MO KIO,4 ROOM,610000.0
2020-07-01,ANG MO KIO,4 ROOM,650000.0
2020-07-01,ANG MO KIO,4 ROOM,535000.0
2020-07-01,ANG MO KIO,4 ROOM,740000.0
2020-07-01,ANG MO KIO,4 ROOM,737000.0
2020-07-01,ANG MO KIO,4 ROOM,732000.0
2020-07-01,ANG MO KIO,4 ROOM,720000.0
2020-08-01,ANG MO KIO,4 ROOM,700000.0
2020-08-01,ANG MO KIO,4 ROOM,598888.0
2020-08-01,ANG MO KIO,4 ROOM,510000.0
2020-08-01,ANG MO KIO,4 ROOM,660000.0
2020-08-01,ANG MO KIO,4 ROOM,390000.0
2020-08-01,ANG MO KIO,4 ROOM,418000.0
2020-08-01,ANG MO KIO,4 ROOM,415000.0
2020-08-01,ANG MO KIO,4 ROOM,420000.0
2020-08-01,ANG MO KIO,4 ROOM,380000.0
2020-08-01,ANG MO KIO,4 ROOM,428000.0
2020-08-01,ANG MO KIO,4 ROOM,470000.0
2020-08-01,ANG MO KIO,4 ROOM,380000.0
2020-08-01,ANG MO KIO,4 ROOM,325000.0
2020-08-01,ANG MO KIO,4 ROOM,440000.0
2020-08-01,ANG MO KIO,4 ROOM,405000.0
2020-08-01,ANG MO KIO,4 ROOM,478000.0
2020-08-01,ANG MO KIO,4 ROOM,380000.0
2020-08-01,ANG MO KIO,4 ROOM,485000.0
2020-08-01,ANG MO KIO,4 ROOM,315000.0
2020-08-01,ANG MO KIO,4 ROOM,420000.0
2020-08-01,ANG MO KIO,4 ROOM,382500.0
2020-08-01,ANG MO KIO,4 ROOM,310000.0
2020-08-01,ANG MO KIO,4 ROOM,383888.0
2020-08-01,ANG MO KIO,4 ROOM,415000.0
2020-08-01,ANG MO KIO,4 ROOM,390000.0
2020-08-01,ANG MO KIO,4 ROOM,613000.0
2020-08-01,ANG MO KIO,4 ROOM,626000.0
2020-08-01,ANG MO KIO,4 ROOM,390000.0
2020-08-01,ANG MO KIO,4 ROOM,505000.0
2020-08-01,ANG MO KIO,4 ROOM,633000.0
2020-08-01,ANG MO KIO,4 ROOM,560000.0
2020-08-01,ANG MO KIO,4 ROOM,623000.0
2020-08-01,ANG MO KIO,4 ROOM,675000.0
2020-08-01,ANG MO KIO,4 ROOM,590000.0
2020-08-01,ANG MO KIO,4 ROOM,725000.0
2020-09-01,ANG MO KIO,4 ROOM,428000.0
2020-09-01,ANG MO KIO,4 ROOM,412000.0
2020-09-01,ANG MO KIO,4 ROOM,415000.0
2020-09-01,ANG MO KIO,4 ROOM,365000.0
2020-09-01,ANG MO KIO,4 ROOM,610000.0
2020-09-01,ANG MO KIO,4 ROOM,430000.0
2020-09-01,ANG MO KIO,4 ROOM,390000.0
2020-09-01,ANG MO KIO,4 ROOM,395000.0
2020-09-01,ANG MO KIO,4 ROOM,368000.0
2020-09-01,ANG MO KIO,4 ROOM,365000.0
2020-09-01,ANG MO KIO,4 ROOM,335000.0
2020-09-01,ANG MO KIO,4 ROOM,372000.0
2020-09-01,ANG MO KIO,4 ROOM,345000.0
2020-09-01,ANG MO KIO,4 ROOM,383000.0
2020-09-01,ANG MO KIO,4 ROOM,313000.0
2020-09-01,ANG MO KIO,4 ROOM,350000.0
2020-09-01,ANG MO KIO,4 ROOM,340000.0
2020-09-01,ANG MO KIO,4 ROOM,375000.0
2020-09-01,ANG MO KIO,4 ROOM,390888.0
2020-09-01,ANG MO KIO,4 ROOM,405000.0
2020-09-01,ANG MO KIO,4 ROOM,365000.0
2020-09-01,ANG MO KIO,4 ROOM,323000.0
2020-09-01,ANG MO KIO,4 ROOM,320000.0
2020-09-01,ANG MO KIO,4 ROOM,367000.0
2020-09-01,ANG MO KIO,4 ROOM,458000.0
2020-09-01,ANG MO KIO,4 ROOM,450000.0
2020-09-01,ANG MO KIO,4 ROOM,450000.0
2020-09-01,ANG MO KIO,4 ROOM,348000.0
2020-09-01,ANG MO KIO,4 ROOM,395000.0
2020-09-01,ANG MO KIO,4 ROOM,360000.0
2020-09-01,ANG MO KIO,4 ROOM,386888.0
2020-09-01,ANG MO KIO,4 ROOM,360000.0
2020-09-01,ANG MO KIO,4 ROOM,467500.0
2020-09-01,ANG MO KIO,4 ROOM,418000.0
2020-09-01,ANG MO KIO,4 ROOM,360000.0
2020-09-01,ANG MO KIO,4 ROOM,475000.0
2020-09-01,ANG MO KIO,4 ROOM,485000.0
2020-09-01,ANG MO KIO,4 ROOM,593000.0
2020-09-01,ANG MO KIO,4 ROOM,740000.0
2020-10-01,ANG MO KIO,4 ROOM,418000.0
2020-10-01,ANG MO KIO,4 ROOM,600000.0
2020-10-01,ANG MO KIO,4 ROOM,390000.0
2020-10-01,ANG MO KIO,4 ROOM,388000.0
2020-10-01,ANG MO KIO,4 ROOM,380000.0
2020-10-01,ANG MO KIO,4 ROOM,320000.0
2020-10-01,ANG MO KIO,4 ROOM,408000.0
2020-10-01,ANG MO KIO,4 ROOM,390000.0
2020-10-01,ANG MO KIO,4 ROOM,435000.0
2020-10-01,ANG MO KIO,4 ROOM,385000.0
2020-10-01,ANG MO KIO,4 ROOM,362000.0
2020-10-01,ANG MO KIO,4 ROOM,350000.0
2020-10-01,ANG MO KIO,4 ROOM,432000.0
2020-10-01,ANG MO KIO,4 ROOM,438000.0
2020-10-01,ANG MO KIO,4 ROOM,393888.0
2020-10-01,ANG MO KIO,4 ROOM,383000.0
2020-10-01,ANG MO KIO,4 ROOM,425000.0
2020-10-01,ANG MO KIO,4 ROOM,400000.0
2020-10-01,ANG MO KIO,4 ROOM,401000.0
2020-10-01,ANG MO KIO,4 ROOM,590000.0
2020-10-01,ANG MO KIO,4 ROOM,385000.0
2020-10-01,ANG MO KIO,4 ROOM,445000.0
2020-10-01,ANG MO KIO,4 ROOM,677000.0
2020-10-01,ANG MO KIO,4 ROOM,490000.0
2020-10-01,ANG MO KIO,4 ROOM,613000.0
2020-10-01,ANG MO KIO,4 ROOM,758000.0
2020-10-01,ANG MO KIO,4 ROOM,585000.0
2020-11-01,ANG MO KIO,4 ROOM,420000.0
2020-11-01,ANG MO KIO,4 ROOM,425000.0
2020-11-01,ANG MO KIO,4 ROOM,712000.0
2020-11-01,ANG MO KIO,4 ROOM,426888.0
2020-11-01,ANG MO KIO,4 ROOM,710000.0
2020-11-01,ANG MO KIO,4 ROOM,650000.0
2020-11-01,ANG MO KIO,4 ROOM,370000.0
2020-11-01,ANG MO KIO,4 ROOM,325000.0
2020-11-01,ANG MO KIO,4 ROOM,390000.0
2020-11-01,ANG MO KIO,4 ROOM,375000.0
2020-11-01,ANG MO KIO,4 ROOM,373000.0
2020-11-01,ANG MO KIO,4 ROOM,397000.0
2020-11-01,ANG MO KIO,4 ROOM,392000.0
2020-11-01,ANG MO KIO,4 ROOM,390000.0
2020-11-01,ANG MO KIO,4 ROOM,375000.0
2020-11-01,ANG MO KIO,4 ROOM,400000.0
2020-11-01,ANG MO KIO,4 ROOM,385000.0
2020-11-01,ANG MO KIO,4 ROOM,510000.0
2020-11-01,ANG MO KIO,4 ROOM,342000.0
2020-11-01,ANG MO KIO,4 ROOM,387500.0
2020-11-01,ANG MO KIO,4 ROOM,400000.0
2020-11-01,ANG MO KIO,4 ROOM,460000.0
2020-11-01,ANG MO KIO,4 ROOM,425888.0
2020-11-01,ANG MO KIO,4 ROOM,410000.0
2020-11-01,ANG MO KIO,4 ROOM,330000.0
2020-11-01,ANG MO KIO,4 ROOM,355000.0
2020-11-01,ANG MO KIO,4 ROOM,400000.0
2020-11-01,ANG MO KIO,4 ROOM,379000.0
2020-11-01,ANG MO KIO,4 ROOM,360000.0
2020-11-01,ANG MO KIO,4 ROOM,390000.0
2020-11-01,ANG MO KIO,4 ROOM,410000.0
2020-11-01,ANG MO KIO,4 ROOM,605000.0
2020-11-01,ANG MO KIO,4 ROOM,620000.0
2020-12-01,ANG MO KIO,4 ROOM,418000.0
2020-12-01,ANG MO KIO,4 ROOM,350000.0
2020-12-01,ANG MO KIO,4 ROOM,650000.0
2020-12-01,ANG MO KIO,4 ROOM,678000.0
2020-12-01,ANG MO KIO,4 ROOM,392000.0
2020-12-01,ANG MO KIO,4 ROOM,405000.0
2020-12-01,ANG MO KIO,4 ROOM,354000.0
2020-12-01,ANG MO KIO,4 ROOM,405888.0
2020-12-01,ANG MO KIO,4 ROOM,405000.0
2020-12-01,ANG MO KIO,4 ROOM,438000.0
2020-12-01,ANG MO KIO,4 ROOM,400000.0
2020-12-01,ANG MO KIO,4 ROOM,430000.0
2020-12-01,ANG MO KIO,4 ROOM,425000.0
2020-12-01,ANG MO KIO,4 ROOM,358000.0
2020-12-01,ANG MO KIO,4 ROOM,460000.0
2020-12-01,ANG MO KIO,4 ROOM,480000.0
2020-12-01,ANG MO KIO,4 ROOM,420000.0
2020-12-01,ANG MO KIO,4 ROOM,352000.0
2020-12-01,ANG MO KIO,4 ROOM,458000.0
2020-12-01,ANG MO KIO,4 ROOM,438000.0
2020-12-01,ANG MO KIO,4 ROOM,450000.0
2020-12-01,ANG MO KIO,4 ROOM,365000.0
2020-12-01,ANG MO KIO,4 ROOM,420000.0
2020-12-01,ANG MO KIO,4 ROOM,357000.0
2020-12-01,ANG MO KIO,4 ROOM,438000.0
2020-12-01,ANG MO KIO,4 ROOM,413000.0
2020-12-01,ANG MO KIO,4 ROOM,438000.0
2020-12-01,ANG MO KIO,4 ROOM,360000.0
2021-01-01,ANG MO KIO,4 ROOM,370000.0
2021-01-01,ANG MO KIO,4 ROOM,375000.0
2021-01-01,ANG MO KIO,4 ROOM,380000.0
2021-01-01,ANG MO KIO,4 ROOM,385000.0
2021-01-01,ANG MO KIO,4 ROOM,410000.0
2021-01-01,ANG MO KIO,4 ROOM,410000.0
2021-01-01,ANG MO KIO,4 ROOM,410000.0
2021-01-01,ANG MO KIO,4 ROOM,418000.0
2021-01-01,ANG MO KIO,4 ROOM,420000.0
2021-01-01,ANG MO KIO,4 ROOM,420000.0
2021-01-01,ANG MO KIO,4 ROOM,430000.0
2021-01-01,ANG MO KIO,4 ROOM,445000.0
2021-01-01,ANG MO KIO,4 ROOM,448000.0
2021-01-01,ANG MO KIO,4 ROOM,450000.0
